club_a_slug,club_a,club_b_slug,club_b,player,normalized_player,player_qid,player_api_football_id,accepted_answers
ac-milan,AC Milan,aek-athens,AEK Athens,Dídac Vilà,didac vila,Q316467,,didac vila;didac vila rossello
ac-milan,AC Milan,aek-athens,AEK Athens,Emerson,emerson,Q215952,,emerson;emerson barbosa rodrigues dos santos;emerson da conceicao;emerson da luz;emerson dos santos da luz;emerson ferreira da rosa;emerson luiz firmino;emerson moises costa
ac-milan,AC Milan,aek-athens,AEK Athens,Júlio César,julio cesar,Q603190,,julio cesar;julio cesar antonio de souza;julio cesar da silva;julio cesar da silva e souza;julio cesar da silva rodriguez;julio cesar jacobi;julio cesar mendes moreira;julio cesar santos correa;julio cesar soares de espindola
ac-milan,AC Milan,aek-athens,AEK Athens,Leonardo,leonardo,Q46741,,jose leonardo ribeiro da silva;leonardo;leonardo araujo;leonardo da silva souza;leonardo de vitor santiago;leonardo dos santos silva;leonardo jose aparecido moura;leonardo nascimento de araujo;leonardo nascimento lopes de souza;leonardo pereira da silva;leonardo rodrigues perreira
ac-milan,AC Milan,aek-athens,AEK Athens,Luka Jović,luka jovic,Q16979983,,luka jovic
ac-milan,AC Milan,aek-athens,AEK Athens,Rivaldo,rivaldo,Q483577,,rivaldo;rivaldo barbosa de souza;rivaldo vitor borba ferreira
ac-milan,AC Milan,aek-athens,AEK Athens,Sokratis Papastathopoulos,sokratis papastathopoulos,Q192923,,sokratis papastathopoulos
ac-milan,AC Milan,az-alkmaar,AZ Alkmaar,Albert Guðmundsson,albert gudmundsson,Q21171299,,albert gudmundsson;albert sigurdur gudmundsson
ac-milan,AC Milan,az-alkmaar,AZ Alkmaar,Milos Kerkez,milos kerkez,Q110874376,,milos kerkez
ac-milan,AC Milan,az-alkmaar,AZ Alkmaar,Tijjani Reijnders,tijjani reijnders,Q39500352,,tijjani martinus jan reijnders;tijjani reijnders
ac-milan,AC Milan,aberdeen,Aberdeen,Marko Lazetić,marko lazetic,Q102566182,,marko lazetic
ac-milan,AC Milan,aberdeen,Aberdeen,Patrizio Billio,patrizio billio,Q1444875,,patrizio billio
ac-milan,AC Milan,adana-demirspor,Adana Demirspor,Júlio César,julio cesar,Q603190,,julio cesar;julio cesar antonio de souza;julio cesar da silva;julio cesar da silva e souza;julio cesar da silva rodriguez;julio cesar jacobi;julio cesar mendes moreira;julio cesar santos correa;julio cesar soares de espindola
ac-milan,AC Milan,adana-demirspor,Adana Demirspor,M'Baye Niang,m baye niang,Q26522,,m baye hamady niang;m baye niang
ac-milan,AC Milan,adana-demirspor,Adana Demirspor,Mario Balotelli,mario balotelli,DEMO-068-mario-balotelli,,mario balotelli;mario balotelli barwuah
ac-milan,AC Milan,adana-demirspor,Adana Demirspor,Mario Balotelli,mario balotelli,Q129700,,mario balotelli
ac-milan,AC Milan,ajax,Ajax,Bojan Krkić,bojan krkic,Q179172,,bojan krkic;bojan krkic perez
ac-milan,AC Milan,ajax,Ajax,Brian Laudrup,brian laudrup,Q212854,,brian laudrup
ac-milan,AC Milan,ajax,Ajax,Chedric Seedorf,chedric seedorf,Q1650766,,chedric seedorf
ac-milan,AC Milan,ajax,Ajax,Clarence Seedorf,clarence seedorf,DEMO-095-clarence-seedorf,,clarence clyde seedorf;clarence seedorf
ac-milan,AC Milan,ajax,Ajax,Clarence Seedorf,clarence seedorf,Q484909,,clarence seedorf
ac-milan,AC Milan,ajax,Ajax,Edgar Davids,edgar davids,Q185115,,edgar davids;edgar steven davids
ac-milan,AC Milan,ajax,Ajax,Frank Rijkaard,frank rijkaard,Q169098,,frank rijkaard;franklin edmundo rijkaard
ac-milan,AC Milan,ajax,Ajax,Harvey Esajas,harvey esajas,Q1406413,,harvey delano esajas;harvey esajas
ac-milan,AC Milan,ajax,Ajax,Jaap Stam,jaap stam,Q216917,,jaap stam;jakob stam
ac-milan,AC Milan,ajax,Ajax,Klaas-Jan Huntelaar,klaas jan huntelaar,Q26069,,dirk jan klaas huntelaar;klaas jan huntelaar
ac-milan,AC Milan,ajax,Ajax,Leonardo,leonardo,Q46741,,jose leonardo ribeiro da silva;leonardo;leonardo araujo;leonardo da silva souza;leonardo de vitor santiago;leonardo dos santos silva;leonardo jose aparecido moura;leonardo nascimento de araujo;leonardo nascimento lopes de souza;leonardo pereira da silva;leonardo rodrigues perreira
ac-milan,AC Milan,ajax,Ajax,Lucas Ocampos,lucas ocampos,Q194579,,lucas ariel ocampos;lucas ocampos
ac-milan,AC Milan,ajax,Ajax,Marco van Basten,marco van basten,Q483629,,marcel van basten;marco van basten
ac-milan,AC Milan,ajax,Ajax,Maximilian Ibrahimović,maximilian ibrahimovic,Q127607065,,maximilian ibrahimovic;maximilian zlatan seger ibrahimovic
ac-milan,AC Milan,ajax,Ajax,Michael Reiziger,michael reiziger,Q34658,,michael john reiziger;michael reiziger
ac-milan,AC Milan,ajax,Ajax,Nigel de Jong,nigel de jong,Q185650,,nigel de jong
ac-milan,AC Milan,ajax,Ajax,Patrick Kluivert,patrick kluivert,Q189686,,patrick kluivert;patrick stephan kluivert
ac-milan,AC Milan,ajax,Ajax,Sergiño Dest,sergino dest,Q57456989,,sergino dest;sergino gianni dest
ac-milan,AC Milan,ajax,Ajax,Silvano Vos,silvano vos,Q110928523,,silvano cliff robbie vos;silvano vos
ac-milan,AC Milan,ajax,Ajax,Urby Emanuelson,urby emanuelson,Q311043,,urby emanuelson;urby vitorrio diego emanuelson
ac-milan,AC Milan,ajax,Ajax,Winston Bogarde,winston bogarde,Q125796,,winston bogarde;winston lloyd bogarde
ac-milan,AC Milan,ajax,Ajax,Zlatan Ibrahimović,zlatan ibrahimovic,DEMO-039-zlatan-ibrahimović,,zlatan ibrahimovic
ac-milan,AC Milan,ajax,Ajax,Zlatan Ibrahimović,zlatan ibrahimovic,Q46896,,zlatan ibrahimovic
ac-milan,AC Milan,al-ahli-saudi,Al Ahli,Franck Kessié,franck kessie,Q18044401,,franck kessie;franck yannick kessie
ac-milan,AC Milan,al-ahli-saudi,Al Ahli,Leonardo,leonardo,Q46741,,jose leonardo ribeiro da silva;leonardo;leonardo araujo;leonardo da silva souza;leonardo de vitor santiago;leonardo dos santos silva;leonardo jose aparecido moura;leonardo nascimento de araujo;leonardo nascimento lopes de souza;leonardo pereira da silva;leonardo rodrigues perreira
ac-milan,AC Milan,al-ahli-saudi,Al Ahli,M'Baye Niang,m baye niang,Q26522,,m baye hamady niang;m baye niang
ac-milan,AC Milan,al-ahli-saudi,Al Ahli,Nigel de Jong,nigel de jong,Q185650,,nigel de jong
ac-milan,AC Milan,al-hilal,Al Hilal,Digão,digao,Q316959,,digao;rodrigo izecson dos santos leite;rodrigo junior paula silva
ac-milan,AC Milan,al-hilal,Al Hilal,Théo Hernandez,theo hernandez,Q23703372,,theo bernard francois hernandez;theo hernandez
ac-milan,AC Milan,al-ittihad,Al Ittihad,Jan-Carlo Simić,jan carlo simic,Q123594749,,jan carlo simic
ac-milan,AC Milan,al-ittihad,Al Ittihad,Roberto Donadoni,roberto donadoni,Q294718,,roberto donadoni
ac-milan,AC Milan,al-ittihad,Al Ittihad,Sulley Muntari,sulley muntari,Q193768,,suleyman ali muntari;sulley muntari
ac-milan,AC Milan,al-nassr,Al Nassr,João Félix,joao felix,Q27049064,,joao felix;joao felix sequeira
ac-milan,AC Milan,al-nassr,Al Nassr,Leonardo,leonardo,Q46741,,jose leonardo ribeiro da silva;leonardo;leonardo araujo;leonardo da silva souza;leonardo de vitor santiago;leonardo dos santos silva;leonardo jose aparecido moura;leonardo nascimento de araujo;leonardo nascimento lopes de souza;leonardo pereira da silva;leonardo rodrigues perreira
ac-milan,AC Milan,al-nassr,Al Nassr,Youssouf Fofana,youssouf fofana,Q56282611,,youssouf falikou fofana;youssouf fofana
ac-milan,AC Milan,anderlecht,Anderlecht,Alexis Saelemaekers,alexis saelemaekers,Q49166190,,alexis jesse m saelemaekers;alexis saelemaekers
ac-milan,AC Milan,anderlecht,Anderlecht,Jan-Carlo Simić,jan carlo simic,Q123594749,,jan carlo simic
ac-milan,AC Milan,anderlecht,Anderlecht,Lucas Biglia,lucas biglia,Q436230,,lucas biglia;lucas rodrigo biglia
ac-milan,AC Milan,antalyaspor,Antalyaspor,Andrea Poli,andrea poli,Q212229,,andrea poli
ac-milan,AC Milan,antalyaspor,Antalyaspor,Jérémy Ménez,jeremy menez,Q1923,,jeremy menez
ac-milan,AC Milan,antalyaspor,Antalyaspor,Luiz Adriano,luiz adriano,Q72904,,luiz adriano;luiz adriano de souza da silva
ac-milan,AC Milan,atalanta,Atalanta,Adelio Moro,adelio moro,Q3605203,,adelio moro
ac-milan,AC Milan,atalanta,Atalanta,Alberto Paloschi,alberto paloschi,Q114413,,alberto paloschi
ac-milan,AC Milan,atalanta,Atalanta,Aldo Boffi,aldo boffi,Q922569,,aldo boffi
ac-milan,AC Milan,atalanta,Atalanta,Alessio Cerci,alessio cerci,Q456365,,alessio cerci
ac-milan,AC Milan,atalanta,Atalanta,Ambrogio Pelagalli,ambrogio pelagalli,Q3613845,,ambrogio pelagalli
ac-milan,AC Milan,atalanta,Atalanta,Amos Mariani,amos mariani,Q1101754,,amos mariani
ac-milan,AC Milan,atalanta,Atalanta,Andrea Conti,andrea conti,Q20882856,,andrea conti
ac-milan,AC Milan,atalanta,Atalanta,Andrea Icardi,andrea icardi,Q3615790,,andrea icardi
ac-milan,AC Milan,atalanta,Atalanta,Andrea Petagna,andrea petagna,Q422012,,andrea petagna
ac-milan,AC Milan,atalanta,Atalanta,Angelo Anquilletti,angelo anquilletti,Q510299,,angelo anquilletti
ac-milan,AC Milan,atalanta,Atalanta,Angelo Carbone,angelo carbone,Q1540199,,angelo carbone
ac-milan,AC Milan,atalanta,Atalanta,Angelo Longoni,angelo longoni,Q3617052,,angelo longoni
ac-milan,AC Milan,atalanta,Atalanta,Angelo Paina,angelo paina,Q3617130,,angelo paina
ac-milan,AC Milan,atalanta,Atalanta,Antonio Rigamonti,antonio rigamonti,Q3620096,,antonio rigamonti
ac-milan,AC Milan,atalanta,Atalanta,Bryan Cristante,bryan cristante,Q4241246,,bryan cristante
ac-milan,AC Milan,atalanta,Atalanta,Carlo Annovazzi,carlo annovazzi,Q974369,,carlo annovazzi
ac-milan,AC Milan,atalanta,Atalanta,Charles De Ketelaere,charles de ketelaere,Q68607008,,charles de ketelaere;charles marc s de ketelaere
ac-milan,AC Milan,atalanta,Atalanta,Christian Vieri,christian vieri,Q188696,,christian vieri
ac-milan,AC Milan,atalanta,Atalanta,Cristian Zenoni,cristian zenoni,Q955963,,cristian zenoni
ac-milan,AC Milan,atalanta,Atalanta,Daniel Maldini,daniel maldini,Q84247209,,daniel maldini
ac-milan,AC Milan,atalanta,Atalanta,Davide Pinato,davide pinato,Q3703601,,davide pinato
ac-milan,AC Milan,atalanta,Atalanta,Demetrio Albertini,demetrio albertini,Q245011,,demetrio albertini
ac-milan,AC Milan,atalanta,Atalanta,Diego De Ascentis,diego de ascentis,Q1984844,,diego de ascentis
ac-milan,AC Milan,atalanta,Atalanta,Domenico Morfeo,domenico morfeo,Q326497,,domenico morfeo
ac-milan,AC Milan,atalanta,Atalanta,Fabrizio Ferron,fabrizio ferron,Q385942,,fabrizio ferron
ac-milan,AC Milan,atalanta,Atalanta,Federico Marchesi,federico marchesi,Q56877033,,federico marchesi
ac-milan,AC Milan,atalanta,Atalanta,Ferdinando Coppola,ferdinando coppola,Q977112,,ferdinando coppola
ac-milan,AC Milan,atalanta,Atalanta,Filippo Inzaghi,filippo inzaghi,Q126503,,filippo inzaghi
ac-milan,AC Milan,atalanta,Atalanta,Filippo Maniero,filippo maniero,Q1086666,,filippo maniero
ac-milan,AC Milan,atalanta,Atalanta,Francesco Zanoncelli,francesco zanoncelli,Q3750827,,francesco zanoncelli
ac-milan,AC Milan,atalanta,Atalanta,Franck Kessié,franck kessie,Q18044401,,franck kessie;franck yannick kessie
ac-milan,AC Milan,atalanta,Atalanta,Gabriel Paletta,gabriel paletta,Q342342,,gabriel alejandro paletta;gabriel paletta
ac-milan,AC Milan,atalanta,Atalanta,Giacomo Bonaventura,giacomo bonaventura,Q726848,,giacomo bonaventura
ac-milan,AC Milan,atalanta,Atalanta,Giampaolo Pazzini,giampaolo pazzini,Q219389,,giampaolo pazzini
ac-milan,AC Milan,atalanta,Atalanta,Giancarlo Danova,giancarlo danova,Q3762839,,giancarlo danova
ac-milan,AC Milan,atalanta,Atalanta,Gianluigi Lentini,gianluigi lentini,Q721909,,gianluigi lentini
ac-milan,AC Milan,atalanta,Atalanta,Gianni Comandini,gianni comandini,Q1872817,,gianni comandini
ac-milan,AC Milan,atalanta,Atalanta,Giorgio Frezzolini,giorgio frezzolini,Q3765468,,giorgio frezzolini
ac-milan,AC Milan,atalanta,Atalanta,Giuseppe Incocciati,giuseppe incocciati,Q3770750,,giuseppe incocciati
ac-milan,AC Milan,atalanta,Atalanta,Giuseppe Meazza,giuseppe meazza,Q192131,,giuseppe meazza
ac-milan,AC Milan,atalanta,Atalanta,Giuseppe Santagostino,giuseppe santagostino,Q2296225,,giuseppe santagostino
ac-milan,AC Milan,atalanta,Atalanta,Jørgen Leschly Sørensen,jorgen leschly sorensen,Q1153192,,jorgen leschly sorensen
ac-milan,AC Milan,atalanta,Atalanta,Luca Saudati,luca saudati,Q2247063,,luca saudati
ac-milan,AC Milan,atalanta,Atalanta,Luca Vido,luca vido,Q28967904,,luca vido
ac-milan,AC Milan,atalanta,Atalanta,Lucio Dell'Angelo,lucio dell angelo,Q2498161,,lucio dell angelo
ac-milan,AC Milan,atalanta,Atalanta,Luigi Balzarini,luigi balzarini,Q1044367,,luigi balzarini
ac-milan,AC Milan,atalanta,Atalanta,Luigi Sala,luigi sala,Q763613,,luigi sala
ac-milan,AC Milan,atalanta,Atalanta,Marco Borriello,marco borriello,Q44097,,marco borriello
ac-milan,AC Milan,atalanta,Atalanta,Marco Brescianini,marco brescianini,Q63117980,,marco brescianini
ac-milan,AC Milan,atalanta,Atalanta,Marco Sportiello,marco sportiello,Q6757719,,marco sportiello
ac-milan,AC Milan,atalanta,Atalanta,Marcos de Paula,marcos de paula,Q1848778,,marcos de paula
ac-milan,AC Milan,atalanta,Atalanta,Mario Bortolazzi,mario bortolazzi,Q1462123,,mario bortolazzi
ac-milan,AC Milan,atalanta,Atalanta,Mario Pašalić,mario pasalic,Q14625183,,mario pasalic
ac-milan,AC Milan,atalanta,Atalanta,Mario Yepes,mario yepes,Q309778,,mario alberto yepes diaz;mario yepes
ac-milan,AC Milan,atalanta,Atalanta,Massimiliano Cappellini,massimiliano cappellini,Q1538897,,massimiliano cappellini
ac-milan,AC Milan,atalanta,Atalanta,Massimo Donati,massimo donati,Q533727,,massimo donati
ac-milan,AC Milan,atalanta,Atalanta,Massimo Orlando,massimo orlando,Q3851386,,massimo orlando
ac-milan,AC Milan,atalanta,Atalanta,Massimo Taibi,massimo taibi,Q349011,,massimo taibi
ac-milan,AC Milan,atalanta,Atalanta,Matteo Ardemagni,matteo ardemagni,Q986324,,matteo ardemagni;matteo carlo ardemagni
ac-milan,AC Milan,atalanta,Atalanta,Matteo Contini,matteo contini,Q721619,,matteo contini
ac-milan,AC Milan,atalanta,Atalanta,Matteo Pessina,matteo pessina,Q21622362,,matteo pessina
ac-milan,AC Milan,atalanta,Atalanta,Mattia Caldara,mattia caldara,Q17150744,,mattia caldara
ac-milan,AC Milan,atalanta,Atalanta,Maurizio Ganz,maurizio ganz,Q703956,,maurizio ganz
ac-milan,AC Milan,atalanta,Atalanta,Michael Agazzi,michael agazzi,Q492506,,michael agazzi
ac-milan,AC Milan,atalanta,Atalanta,Michele Ferri,michele ferri,Q381895,,michele ferri
ac-milan,AC Milan,atalanta,Atalanta,Momo Sarr,momo sarr,Q438593,,adama mohamed sarr;mohamed sarr;momo sarr
ac-milan,AC Milan,atalanta,Atalanta,Ottavio Bianchi,ottavio bianchi,Q645692,,ottavio bianchi
ac-milan,AC Milan,atalanta,Atalanta,Ottorino Piotti,ottorino piotti,Q3887385,,ottorino piotti
ac-milan,AC Milan,atalanta,Atalanta,Paolo Todeschini,paolo todeschini,Q3894528,,paolo todeschini
ac-milan,AC Milan,atalanta,Atalanta,Pierluigi Orlandini,pierluigi orlandini,Q1102718,,pierluigi orlandini
ac-milan,AC Milan,atalanta,Atalanta,Pierluigi Pizzaballa,pierluigi pizzaballa,Q2255112,,pierluigi pizzaballa
ac-milan,AC Milan,atalanta,Atalanta,Pierluigi Ronzon,pierluigi ronzon,Q3903137,,pierluigi ronzon
ac-milan,AC Milan,atalanta,Atalanta,Raoul Bellanova,raoul bellanova,Q59914100,,raoul bellanova
ac-milan,AC Milan,atalanta,Atalanta,Riccardo Montolivo,riccardo montolivo,Q153002,,riccardo montolivo
ac-milan,AC Milan,atalanta,Atalanta,Roberto Donadoni,roberto donadoni,Q294718,,roberto donadoni
ac-milan,AC Milan,atalanta,Atalanta,Samuele Dalla Bona,samuele dalla bona,Q966590,,samuele dalla bona
ac-milan,AC Milan,atalanta,Atalanta,Simon Kjær,simon kjaer,DEMO-073-simon-kjær,,simon kjaer;simon thorup kjaer
ac-milan,AC Milan,atalanta,Atalanta,Simon Kjær,simon kjaer,Q208638,,simon kjaer
ac-milan,AC Milan,atalanta,Atalanta,Simone Boldini,simone boldini,Q1447721,,simone boldini
ac-milan,AC Milan,atalanta,Atalanta,Simone Calvano,simone calvano,Q10530495,,simone calvano
ac-milan,AC Milan,atalanta,Atalanta,Stefano Salvatori,stefano salvatori,Q3972712,,stefano salvatori
ac-milan,AC Milan,atalanta,Atalanta,Tomas Locatelli,tomas locatelli,Q602158,,tomas locatelli
ac-milan,AC Milan,atalanta,Atalanta,Urby Emanuelson,urby emanuelson,Q311043,,urby emanuelson;urby vitorrio diego emanuelson
ac-milan,AC Milan,atalanta,Atalanta,Valentino Valli,valentino valli,Q4007771,,valentino valli
ac-milan,AC Milan,atalanta,Atalanta,Valerio Cassani,valerio cassani,Q1607771,,valerio cassani
ac-milan,AC Milan,austria-wien,Austria Wien,Júlio César,julio cesar,Q603190,,julio cesar;julio cesar antonio de souza;julio cesar da silva;julio cesar da silva e souza;julio cesar da silva rodriguez;julio cesar jacobi;julio cesar mendes moreira;julio cesar santos correa;julio cesar soares de espindola
ac-milan,AC Milan,austria-wien,Austria Wien,Júlio César Santos Correa,julio cesar santos correa,Q2455284,,julio cesar santos correa
ac-milan,AC Milan,basel,Basel,Djamel Mesbah,djamel mesbah,Q316479,,djamel eddine mesbah;djamel mesbah
ac-milan,AC Milan,basel,Basel,Giulio Cederna,giulio cederna,Q1612148,,giulio cederna
ac-milan,AC Milan,basel,Basel,Noah Okafor,noah okafor,Q55286732,,noah arinzechukwu okafor;noah okafor
ac-milan,AC Milan,basel,Basel,Strahinja Pavlović,strahinja pavlovic,Q61899299,,strahinja pavlovic
ac-milan,AC Milan,bayer-leverkusen,Bayer Leverkusen,Emerson,emerson,Q215952,,emerson;emerson barbosa rodrigues dos santos;emerson da conceicao;emerson da luz;emerson dos santos da luz;emerson ferreira da rosa;emerson luiz firmino;emerson moises costa
ac-milan,AC Milan,bayer-leverkusen,Bayer Leverkusen,Hakan Çalhanoğlu,hakan calhanoglu,DEMO-057-hakan-çalhanoğlu,,hakan calhanoglu
ac-milan,AC Milan,bayer-leverkusen,Bayer Leverkusen,Hakan Çalhanoğlu,hakan calhanoglu,Q763465,,hakan calhanoglu
ac-milan,AC Milan,bayer-leverkusen,Bayer Leverkusen,Roque Júnior,roque junior,Q315831,,jose vitor roque junior;roque junior
ac-milan,AC Milan,bayern-munich,Bayern Münih,Brian Laudrup,brian laudrup,Q212854,,brian laudrup
ac-milan,AC Milan,bayern-munich,Bayern Münih,Christian Ziege,christian ziege,Q155884,,christian ziege
ac-milan,AC Milan,bayern-munich,Bayern Münih,Giovane Élber,giovane elber,Q44815,,elber de souza;giovane elber
ac-milan,AC Milan,bayern-munich,Bayern Münih,Jean-Pierre Papin,jean pierre papin,Q13494,,jean pierre papin;jean pierre roger guillaume papin
ac-milan,AC Milan,bayern-munich,Bayern Münih,José Sosa,jose sosa,DEMO-083-josé-sosa,,jose ernesto sosa;jose sosa
ac-milan,AC Milan,bayern-munich,Bayern Münih,José Sosa,jose sosa,Q314241,,jose sosa
ac-milan,AC Milan,bayern-munich,Bayern Münih,Mario Mandžukić,mario mandzukic,DEMO-055-mario-mandžukić,,mario mandzukic
ac-milan,AC Milan,bayern-munich,Bayern Münih,Mario Mandžukić,mario mandzukic,Q187171,,mario mandzukic
ac-milan,AC Milan,bayern-munich,Bayern Münih,Mark van Bommel,mark van bommel,Q151853,,mark peter gertruda andreas van bommel;mark van bommel
ac-milan,AC Milan,bayern-munich,Bayern Münih,Massimo Oddo,massimo oddo,Q125438,,massimo oddo
ac-milan,AC Milan,bayern-munich,Bayern Münih,Pepe Reina,pepe reina,Q163666,,jose manuel reina paez;pepe reina
ac-milan,AC Milan,benfica,Benfica,Adel Taarabt,adel taarabt,Q350616,,adel taarabt
ac-milan,AC Milan,benfica,Benfica,Alex,alex,Q216142,,alex;alex costa dos santos marie havior conetic;alex de oliveira nascimento;alex freitas;alex rodrigo dias da costa;alexandre henrique goncalves de freitas;alexsandro de souza;domingos alexandre martins da costa
ac-milan,AC Milan,benfica,Benfica,Bryan Cristante,bryan cristante,Q4241246,,bryan cristante
ac-milan,AC Milan,benfica,Benfica,Emerson,emerson,Q215952,,emerson;emerson barbosa rodrigues dos santos;emerson da conceicao;emerson da luz;emerson dos santos da luz;emerson ferreira da rosa;emerson luiz firmino;emerson moises costa
ac-milan,AC Milan,benfica,Benfica,Fabrizio Miccoli,fabrizio miccoli,Q136959,,fabrizio miccoli
ac-milan,AC Milan,benfica,Benfica,Germano,germano,Q2450616,,germano;germano borovicz cardozo schweger;germano de figueiredo;germano luis de figueiredo;jose germano de sales
ac-milan,AC Milan,benfica,Benfica,Gonçalo Ramos,goncalo ramos,Q60621615,,goncalo matias ramos;goncalo ramos
ac-milan,AC Milan,benfica,Benfica,João Félix,joao felix,Q27049064,,joao felix;joao felix sequeira
ac-milan,AC Milan,benfica,Benfica,Júlio César,julio cesar,Q603190,,julio cesar;julio cesar antonio de souza;julio cesar da silva;julio cesar da silva e souza;julio cesar da silva rodriguez;julio cesar jacobi;julio cesar mendes moreira;julio cesar santos correa;julio cesar soares de espindola
ac-milan,AC Milan,benfica,Benfica,Júlio César Santos Correa,julio cesar santos correa,Q2455284,,julio cesar santos correa
ac-milan,AC Milan,benfica,Benfica,Luka Jović,luka jovic,Q16979983,,luka jovic
ac-milan,AC Milan,benfica,Benfica,Patrick Vieira,patrick vieira,Q46347,,patrick de oliveira vieira;patrick martins vieira;patrick paul vieira;patrick vieira
ac-milan,AC Milan,benfica,Benfica,Paulo Futre,paulo futre,Q363829,,paulo futre;paulo jorge dos santos futre
ac-milan,AC Milan,benfica,Benfica,Pelé,pele,Q1991022,,judilson mamadu tuncara gomes;pedro miguel cardoso monteiro;pele;vitor hugo gomes passos
ac-milan,AC Milan,benfica,Benfica,Rui Costa,rui costa,Q190608,,rui costa
ac-milan,AC Milan,benfica,Benfica,Soualiho Meïté,soualiho meite,Q7564054,,soualiho meite
ac-milan,AC Milan,besiktas,Beşiktaş,Ante Rebić,ante rebic,Q3209607,,ante rebic
ac-milan,AC Milan,besiktas,Beşiktaş,Devis Vásquez,devis vasquez,Q112658054,,devis estiven vasquez llach;devis vasquez
ac-milan,AC Milan,besiktas,Beşiktaş,Federico Giunti,federico giunti,Q1378799,,federico giunti
ac-milan,AC Milan,besiktas,Beşiktaş,José Sosa,jose sosa,DEMO-083-josé-sosa,,jose ernesto sosa;jose sosa
ac-milan,AC Milan,besiktas,Beşiktaş,José Sosa,jose sosa,Q314241,,jose sosa
ac-milan,AC Milan,besiktas,Beşiktaş,Kevin-Prince Boateng,kevin prince boateng,Q151034,,kevin prince boateng
ac-milan,AC Milan,besiktas,Beşiktaş,Tammy Abraham,tammy abraham,DEMO-120-tammy-abraham,,kevin oghenetega tamaraebi bakumo abraham;tammy abraham
ac-milan,AC Milan,besiktas,Beşiktaş,Tiago Djaló,tiago djalo,Q50349931,,tiago djalo;tiago emanuel embalo djalo
ac-milan,AC Milan,boavista,Boavista,Adil Rami,adil rami,Q1909,,adil rami
ac-milan,AC Milan,boavista,Boavista,Cafu,cafu,Q178683,,arlindo gomes semedo;cafu;carlos miguel ribeiro dias;marcos evangelista de morais
ac-milan,AC Milan,boavista,Boavista,Emerson,emerson,Q215952,,emerson;emerson barbosa rodrigues dos santos;emerson da conceicao;emerson da luz;emerson dos santos da luz;emerson ferreira da rosa;emerson luiz firmino;emerson moises costa
ac-milan,AC Milan,boavista,Boavista,Marco van Ginkel,marco van ginkel,Q648671,,marco van ginkel;marco wulfert cornelis van ginkel
ac-milan,AC Milan,boca-juniors,Boca Juniors,Andrés Guglielminpietro,andres guglielminpietro,Q2455140,,andres guglielminpietro
ac-milan,AC Milan,boca-juniors,Boca Juniors,Antonio Angelillo,antonio angelillo,Q599628,,antonio angelillo;antonio valentin angelillo
ac-milan,AC Milan,boca-juniors,Boca Juniors,Del Vecchio,del vecchio,Q2339388,,del vecchio;emanuele del vecchio
ac-milan,AC Milan,boca-juniors,Boca Juniors,Dino Sani,dino sani,Q2266089,,dino sani
ac-milan,AC Milan,boca-juniors,Boca Juniors,Eduardo Ricagni,eduardo ricagni,Q2273838,,eduardo ricagni
ac-milan,AC Milan,boca-juniors,Boca Juniors,Ernesto Cucchiaroni,ernesto cucchiaroni,Q1090742,,ernesto bernardo cucchiaroni;ernesto cucchiaroni
ac-milan,AC Milan,boca-juniors,Boca Juniors,Ernesto Grillo,ernesto grillo,Q971913,,ernesto grillo
ac-milan,AC Milan,boca-juniors,Boca Juniors,Fabricio Coloccini,fabricio coloccini,Q215831,,fabricio coloccini;fabricio tomas coloccini
ac-milan,AC Milan,boca-juniors,Boca Juniors,Gabriel Paletta,gabriel paletta,Q342342,,gabriel alejandro paletta;gabriel paletta
ac-milan,AC Milan,boca-juniors,Boca Juniors,Marco Pellegrino,marco pellegrino,Q121477371,,marco pellegrino
ac-milan,AC Milan,boca-juniors,Boca Juniors,Matías Silvestre,matias silvestre,Q439278,,matias agustin silvestre;matias silvestre
ac-milan,AC Milan,boca-juniors,Boca Juniors,Víctor Benítez,victor benitez,Q368550,,victor benitez;victor benitez morales
ac-milan,AC Milan,bologna,Bologna,Alberto Gilardino,alberto gilardino,Q182451,,alberto gilardino
ac-milan,AC Milan,bologna,Bologna,Aldo Maldera,aldo maldera,Q529241,,aldo maldera
ac-milan,AC Milan,bologna,Bologna,Alexis Saelemaekers,alexis saelemaekers,Q49166190,,alexis jesse m saelemaekers;alexis saelemaekers
ac-milan,AC Milan,bologna,Bologna,Amedeo Mangone,amedeo mangone,Q3613900,,amedeo mangone
ac-milan,AC Milan,bologna,Bologna,Andrea Pazzagli,andrea pazzagli,Q1975623,,andrea pazzagli
ac-milan,AC Milan,bologna,Bologna,Andrea Poli,andrea poli,Q212229,,andrea poli
ac-milan,AC Milan,bologna,Bologna,Andrés Guglielminpietro,andres guglielminpietro,Q2455140,,andres guglielminpietro
ac-milan,AC Milan,bologna,Bologna,Antonio Mirante,antonio mirante,Q603681,,antonio mirante
ac-milan,AC Milan,bologna,Bologna,Bruno Arcari,bruno arcari,Q986242,,bruno arcari
ac-milan,AC Milan,bologna,Bologna,Bruno Montelongo,bruno montelongo,Q387964,,bruno montelongo;bruno montelongo gesta
ac-milan,AC Milan,bologna,Bologna,Carlo Petrini,carlo petrini,Q1091414,,carlo petrini
ac-milan,AC Milan,bologna,Bologna,Claiton,claiton,Q3678991,,claiton;claiton alberto fontoura dos santos;claiton machado dos santos
